Gene_ID	Gene_Name	TSS_ID	TSS_Locus	Strand	Max_Expr	RE_Locus	Max_Hist	Distance	Closest_Locus	Closest_TSS	Histone	Correlation	Correlation_P_Value	Distance_P_Value	CnD_P_Value	Q_Value
ENSG00000160201.7	U2AF1	ENST00000380276.2	chr21:44527675-44527675	-	622.77	chr21:45010043-45010582	2.39	-482368	F	F	H3k27ac	-0.80825465	8.196e-03	9.648e-01	4.618e-02	8.651e-01
ENSG00000160201.7	U2AF1	ENST00000486519.1	chr21:44527680-44527680	-	614.66	chr21:45010043-45010582	2.39	-482363	F	F	H3k27ac	-0.80751228	8.288e-03	9.647e-01	4.660e-02	8.651e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44922978-44923355	15.45	-75970	F	F	H3k27ac	0.80654846	8.436e-03	1.523e-01	9.835e-03	6.623e-01
ENSG00000159147.12	DONSON	ENST00000437395.1	chr21:34960940-34960940	-	23.12	chr21:34790034-34790174	0.00	170766	F	F	H3k27ac	-0.80654844	8.436e-03	3.416e-01	1.974e-02	7.838e-01
ENSG00000160199.7	PKNOX1	ENST00000432907.2	chr21:44394751-44394751	+	14.76	chr21:44764160-44764667	7.42	369409	F	F	H3k27ac	0.80589529	8.516e-03	7.390e-01	3.819e-02	8.381e-01
ENSG00000159261.6	CLDN14	ENST00000478313.1	chr21:37915153-37915153	-	15.34	chr21:37843648-37843921	4.79	71232	F	F	H3k27ac	0.80597447	8.516e-03	1.427e-01	9.372e-03	6.397e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:44917912-44918451	14.10	-230347	F	F	H3k27ac	-0.80574121	8.527e-03	4.610e-01	2.570e-02	8.123e-01
ENSG00000173638.12	SLC19A1	ENST00000380010.4	chr21:46962385-46962385	-	26.00	chr21:46749984-46750391	21.37	211994	F	F	H3k27ac	0.80565662	8.538e-03	4.242e-01	2.398e-02	8.123e-01
ENSG00000183255.6	PTTG1IP	ENST00000423073.2	chr21:46293650-46293650	-	249.00	chr21:46785643-46786182	37.12	-491993	F	F	H3k27ac	0.80564359	8.538e-03	9.840e-01	4.856e-02	8.844e-01
ENSG00000160201.7	U2AF1	ENST00000486519.1	chr21:44527680-44527680	-	614.66	chr21:44884987-44885252	2.93	-357307	F	F	H3k27ac	-0.80464901	8.561e-03	7.147e-01	3.730e-02	8.381e-01
ENSG00000142192.13	APP	ENST00000359726.3	chr21:27543138-27543138	-	164.48	chr21:27512409-27512948	5.36	30190	F	F	H3k27ac	0.80426680	8.641e-03	6.089e-02	4.498e-03	4.649e-01
ENSG00000173638.12	SLC19A1	ENST00000380014.2	chr21:46962351-46962351	-	27.06	chr21:46749984-46750391	21.37	211960	F	F	H3k27ac	0.80311377	8.755e-03	4.242e-01	2.449e-02	8.123e-01
ENSG00000182093.8	WRB	ENST00000541890.1	chr21:40752280-40752280	+	49.19	chr21:40466936-40467475	5.30	-284805	F	F	H3k27ac	0.80302213	8.755e-03	5.698e-01	3.143e-02	8.221e-01
ENSG00000160201.7	U2AF1	ENST00000380276.2	chr21:44527675-44527675	-	622.77	chr21:44884987-44885252	2.93	-357312	F	F	H3k27ac	-0.80239725	8.766e-03	7.147e-01	3.805e-02	8.381e-01
ENSG00000160201.7	U2AF1	ENST00000398137.1	chr21:44527688-44527688	-	575.88	chr21:45010043-45010582	2.39	-482355	F	F	H3k27ac	-0.80225616	8.778e-03	9.647e-01	4.887e-02	8.867e-01
ENSG00000160214.6	RRP1	ENST00000400387.3	chr21:45209457-45209457	+	151.00	chr21:45005897-45006413	23.97	-203044	F	F	H3k27ac	-0.80078714	8.892e-03	4.064e-01	2.393e-02	8.123e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:45066431-45066634	21.17	-219423	F	F	H3k27ac	0.79969811	9.006e-03	4.390e-01	2.583e-02	8.123e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44936643-44937264	18.84	-89635	F	F	H3k27ac	0.79766580	9.245e-03	1.798e-01	1.230e-02	7.358e-01
ENSG00000215386.5	C21orf34	ENST00000435697.1	chr21:17791752-17791752	+	9.78	chr21:17566158-17566697	43.99	-225055	F	F	H3k27ac	0.79712927	9.268e-03	4.504e-01	2.704e-02	8.143e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:45132033-45132841	21.22	-285025	F	F	H3k27ac	0.79673603	9.314e-03	5.704e-01	3.314e-02	8.221e-01
ENSG00000160214.6	RRP1	ENST00000291569.5	chr21:45209446-45209446	+	150.09	chr21:45005897-45006413	23.97	-203033	F	F	H3k27ac	-0.79555778	9.428e-03	4.064e-01	2.515e-02	8.123e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44835567-44836106	33.68	10902	F	T	H3k27ac	0.79142187	9.872e-03	2.233e-02	2.077e-03	3.619e-01
ENSG00000180530.5	NRIP1	ENST00000400202.1	chr21:16437321-16437321	-	38.72	chr21:16582513-16582944	15.68	-145192	F	F	H3k27ac	0.78811532	1.027e-02	2.907e-01	2.034e-02	7.855e-01
ENSG00000215386.5	C21orf34	ENST00000453910.1	chr21:17791838-17791838	+	10.60	chr21:17566158-17566697	43.99	-225141	F	F	H3k27ac	0.78606601	1.057e-02	4.506e-01	3.022e-02	8.143e-01
ENSG00000205581.6	HMGN1	ENST00000491183.1	chr21:40720993-40720993	-	65.27	chr21:40466936-40467475	5.30	253518	F	F	H3k27ac	-0.78542149	1.067e-02	5.073e-01	3.366e-02	8.221e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:44752165-44752704	18.69	-396077	F	F	H3k27ac	-0.78471240	1.070e-02	7.923e-01	4.893e-02	8.867e-01
ENSG00000160214.6	RRP1	ENST00000497547.1	chr21:45209394-45209394	+	29.05	chr21:44884987-44885252	2.93	-324142	F	F	H3k27ac	-0.78397103	1.080e-02	6.484e-01	4.173e-02	8.588e-01
ENSG00000160214.6	RRP1	ENST00000400387.3	chr21:45209457-45209457	+	151.00	chr21:44936643-44937264	18.84	-272193	F	F	H3k27ac	-0.78122533	1.110e-02	5.447e-01	3.694e-02	8.381e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44922240-44922750	15.45	-75232	F	F	H3k27ac	0.78055265	1.114e-02	1.509e-01	1.242e-02	7.358e-01
ENSG00000142192.13	APP	ENST00000415997.1	chr21:27423348-27423348	-	100.99	chr21:27539128-27539667	52.78	-115780	F	F	H3k27ac	0.78031661	1.115e-02	2.320e-01	1.799e-02	7.671e-01
ENSG00000142192.13	APP	ENST00000491395.1	chr21:27423334-27423334	-	100.83	chr21:27539128-27539667	52.78	-115794	F	F	H3k27ac	0.78008233	1.122e-02	2.320e-01	1.809e-02	7.671e-01
ENSG00000160214.6	RRP1	ENST00000291569.5	chr21:45209446-45209446	+	150.09	chr21:44936643-44937264	18.84	-272182	F	F	H3k27ac	-0.77673281	1.167e-02	5.446e-01	3.852e-02	8.382e-01
ENSG00000205670.6	FAM165B	ENST00000399299.1	chr21:35747799-35747799	+	246.93	chr21:35898945-35899484	35.12	151146	T	F	H3k27ac	-0.77555746	1.176e-02	3.027e-01	2.364e-02	8.123e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44848098-44848369	33.68	-1090	F	T	H3k27ac	0.77482326	1.186e-02	2.450e-03	3.325e-04	2.643e-01
ENSG00000142207.5	URB1	ENST00000382751.3	chr21:33765335-33765335	-	22.89	chr21:33829738-33830277	16.14	-64403	F	F	H3k27ac	-0.77463522	1.196e-02	1.293e-01	1.155e-02	7.282e-01
ENSG00000159216.12	RUNX1	ENST00000358356.5	chr21:36260987-36260987	-	16.86	chr21:36167773-36168312	13.09	92675	F	F	H3k27ac	0.77355104	1.214e-02	1.858e-01	1.600e-02	7.523e-01
ENSG00000160209.12	PDXK	ENST00000398081.1	chr21:45138975-45138975	+	91.48	chr21:45132033-45132841	21.22	6134	T	T	H3k4me3	0.64943223	1.226e-02	1.000e+00	6.623e-02	9.424e-01
ENSG00000205670.6	FAM165B	ENST00000481710.1	chr21:35747779-35747779	+	234.27	chr21:35898945-35899484	35.12	151166	T	F	H3k27ac	-0.76961575	1.269e-02	3.027e-01	2.520e-02	8.123e-01
ENSG00000160214.6	RRP1	ENST00000400387.3	chr21:45209457-45209457	+	151.00	chr21:44914527-44914700	16.37	-294757	F	F	H3k27ac	-0.76941170	1.270e-02	5.896e-01	4.413e-02	8.588e-01
ENSG00000142192.13	APP	ENST00000359726.3	chr21:27543138-27543138	-	164.48	chr21:27539128-27539667	52.78	3471	T	F	H3k27ac	0.76886281	1.273e-02	7.477e-03	9.768e-04	2.801e-01
ENSG00000159216.12	RUNX1	ENST00000358356.5	chr21:36260987-36260987	-	16.86	chr21:36254016-36254555	48.40	6432	T	F	H3k27ac	0.76287997	1.353e-02	1.340e-02	1.743e-03	3.373e-01
ENSG00000142188.9	TMEM50B	ENST00000440644.2	chr21:34852233-34852233	-	14.84	chr21:35133809-35134348	19.74	-281576	F	F	H3k27ac	0.76113719	1.368e-02	5.634e-01	4.521e-02	8.615e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44630089-44630628	23.98	-235853	F	F	H3k27ac	0.76122822	1.368e-02	4.720e-01	3.902e-02	8.427e-01
ENSG00000160214.6	RRP1	ENST00000497547.1	chr21:45209394-45209394	+	29.05	chr21:45029623-45029781	17.91	-179613	F	F	H3k27ac	-0.76116554	1.368e-02	3.593e-01	3.104e-02	8.221e-01
ENSG00000142192.13	APP	ENST00000346798.3	chr21:27542972-27542972	-	18.34	chr21:27539128-27539667	52.78	3305	T	F	H3k27ac	0.75967814	1.386e-02	7.145e-03	1.012e-03	2.812e-01
ENSG00000160214.6	RRP1	ENST00000291569.5	chr21:45209446-45209446	+	150.09	chr21:44914527-44914700	16.37	-294746	F	F	H3k27ac	-0.75936137	1.391e-02	5.896e-01	4.759e-02	8.775e-01
ENSG00000159147.12	DONSON	ENST00000432378.1	chr21:34961012-34961012	-	37.22	chr21:34790034-34790174	0.00	170838	F	F	H3k27ac	-0.75836672	1.402e-02	3.418e-01	3.039e-02	8.143e-01
ENSG00000180530.5	NRIP1	ENST00000400202.1	chr21:16437321-16437321	-	38.72	chr21:16583782-16584321	15.68	-146461	F	F	H3k27ac	0.75809461	1.404e-02	2.933e-01	2.674e-02	8.143e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44764160-44764667	7.42	-101814	F	F	H3k27ac	0.75142090	1.504e-02	2.040e-01	2.082e-02	7.855e-01
ENSG00000160209.12	PDXK	ENST00000490666.1	chr21:45160897-45160897	+	11.31	chr21:44910390-44910656	4.25	-250241	F	F	H3k27ac	0.75127656	1.506e-02	5.006e-01	4.439e-02	8.588e-01
ENSG00000180530.5	NRIP1	ENST00000400202.1	chr21:16437321-16437321	-	38.72	chr21:16251253-16251792	13.66	185529	F	F	H3k27ac	0.74906720	1.538e-02	3.714e-01	3.521e-02	8.243e-01
ENSG00000215386.5	C21orf34	ENST00000453910.1	chr21:17791838-17791838	+	10.60	chr21:17613837-17614376	12.94	-177462	F	F	H3k27ac	0.74491632	1.582e-02	3.553e-01	3.475e-02	8.243e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:44922240-44922750	15.45	-226031	F	F	H3k27ac	-0.74361121	1.594e-02	4.523e-01	4.277e-02	8.588e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44832116-44832655	24.82	-33826	F	F	H3k27ac	0.74155263	1.624e-02	6.815e-02	8.642e-03	6.245e-01
ENSG00000142192.13	APP	ENST00000456209.1	chr21:27348326-27348326	-	5.80	chr21:27512409-27512948	5.36	-164083	T	F	H3k27ac	0.74141212	1.626e-02	3.285e-01	3.328e-02	8.221e-01
ENSG00000215386.5	C21orf34	ENST00000435697.1	chr21:17791752-17791752	+	9.78	chr21:17936130-17936429	11.58	144378	T	F	H3k27ac	0.74130744	1.628e-02	2.890e-01	2.991e-02	8.143e-01
ENSG00000243646.3	IL10RB	ENST00000539894.1	chr21:34638764-34638764	+	8.09	chr21:34659331-34659870	26.71	-20567	T	T	H3k4me3	-0.60992214	1.655e-02	1.000e+00	8.445e-02	9.424e-01
ENSG00000160209.12	PDXK	ENST00000468090.1	chr21:45138978-45138978	+	91.51	chr21:44884987-44885252	2.93	-253726	F	F	H3k27ac	0.73687998	1.699e-02	5.076e-01	4.960e-02	8.889e-01
ENSG00000157557.7	ETS2	ENST00000432278.1	chr21:40177875-40177875	+	77.14	chr21:40159471-40159766	31.52	-18109	F	F	H3k27ac	0.73649663	1.700e-02	3.650e-02	5.202e-03	5.026e-01
ENSG00000186866.12	POFUT2	ENST00000468360.1	chr21:46707799-46707799	-	32.61	chr21:46847511-46848050	28.68	-139712	F	F	H3k27ac	0.73621918	1.703e-02	2.798e-01	3.024e-02	8.143e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44897803-44898291	47.59	-50795	F	F	H3k27ac	0.73346959	1.751e-02	1.020e-01	1.309e-02	7.358e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44897803-44898295	47.59	-50795	F	F	H3k27ac	0.72998008	1.806e-02	1.020e-01	1.344e-02	7.358e-01
ENSG00000160209.12	PDXK	ENST00000470029.1	chr21:45139104-45139104	+	13.84	chr21:45020575-45020861	28.70	-118243	F	F	H3k27ac	0.72982298	1.807e-02	2.367e-01	2.761e-02	8.143e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:44922240-44922750	15.45	-226044	F	F	H3k27ac	-0.72535584	1.897e-02	4.524e-01	4.941e-02	8.882e-01
ENSG00000160214.6	RRP1	ENST00000497547.1	chr21:45209394-45209394	+	29.05	chr21:45011428-45011967	4.34	-197427	F	F	H3k27ac	-0.72399250	1.930e-02	3.952e-01	4.482e-02	8.588e-01
ENSG00000157557.7	ETS2	ENST00000432278.1	chr21:40177875-40177875	+	77.14	chr21:40159570-40160109	31.52	-17766	F	F	H3k27ac	0.72261673	1.951e-02	3.605e-02	5.808e-03	5.255e-01
ENSG00000160214.6	RRP1	ENST00000497547.1	chr21:45209394-45209394	+	29.05	chr21:45010043-45010582	2.39	-198812	F	F	H3k27ac	-0.72249989	1.952e-02	3.979e-01	4.550e-02	8.622e-01
ENSG00000186866.12	POFUT2	ENST00000476653.1	chr21:46707807-46707807	-	26.87	chr21:46847511-46848050	28.68	-139704	F	F	H3k27ac	0.72216163	1.957e-02	2.798e-01	3.399e-02	8.221e-01
ENSG00000186866.12	POFUT2	ENST00000493811.1	chr21:46707806-46707806	-	26.87	chr21:46847511-46848050	28.68	-139705	F	F	H3k27ac	0.72216163	1.957e-02	2.798e-01	3.399e-02	8.221e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:45010043-45010582	2.39	-138199	F	F	H3k27ac	-0.72113883	1.965e-02	2.768e-01	3.380e-02	8.221e-01
ENSG00000205670.6	FAM165B	ENST00000495363.1	chr21:35747860-35747860	+	93.14	chr21:35898945-35899484	35.12	151085	T	F	H3k27ac	-0.72101387	1.966e-02	3.025e-01	3.644e-02	8.381e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:45011428-45011967	4.34	-136814	F	F	H3k27ac	-0.72043215	1.971e-02	2.740e-01	3.360e-02	8.221e-01
ENSG00000186866.12	POFUT2	ENST00000349485.5	chr21:46707813-46707813	-	26.66	chr21:46847511-46848050	28.68	-139698	F	F	H3k27ac	0.71949568	1.986e-02	2.798e-01	3.441e-02	8.221e-01
ENSG00000186866.12	POFUT2	ENST00000493524.1	chr21:46707811-46707811	-	26.68	chr21:46847511-46848050	28.68	-139700	F	F	H3k27ac	0.71951860	1.986e-02	2.798e-01	3.441e-02	8.221e-01
ENSG00000159147.12	DONSON	ENST00000303071.5	chr21:34961014-34961014	-	35.21	chr21:34790034-34790174	0.00	170840	F	F	H3k27ac	-0.71888666	1.990e-02	3.418e-01	4.075e-02	8.588e-01
ENSG00000159079.12	C21orf59	ENST00000440966.1	chr21:33984662-33984662	-	268.00	chr21:33805255-33805794	7.25	178868	F	F	H3k27ac	-0.71797060	2.010e-02	3.581e-01	4.271e-02	8.588e-01
ENSG00000183421.6	RIPK4	ENST00000352483.2	chr21:43187266-43187266	-	8.39	chr21:43097874-43098173	18.89	89093	F	F	H3k27ac	0.71654654	2.035e-02	1.784e-01	2.403e-02	8.123e-01
ENSG00000180530.5	NRIP1	ENST00000400202.1	chr21:16437321-16437321	-	38.72	chr21:16594148-16594487	11.48	-156827	F	F	H3k27ac	0.71440752	2.060e-02	3.139e-01	3.906e-02	8.427e-01
ENSG00000215447.3	BX322557.10	ENST00000454115.2	chr21:46707967-46707967	+	40.18	chr21:46783931-46784285	16.11	75964	F	F	H3k27ac	0.71424618	2.061e-02	1.522e-01	2.122e-02	7.855e-01
ENSG00000215447.3	BX322557.10	ENST00000400362.2	chr21:46707977-46707977	+	40.33	chr21:46783931-46784285	16.11	75954	F	F	H3k27ac	0.71397578	2.067e-02	1.522e-01	2.127e-02	7.855e-01
ENSG00000180530.5	NRIP1	ENST00000400202.1	chr21:16437321-16437321	-	38.72	chr21:16594330-16594869	11.48	-157009	F	F	H3k27ac	0.70997329	2.119e-02	3.144e-01	4.005e-02	8.570e-01
ENSG00000182670.9	TTC3	ENST00000399010.1	chr21:38445590-38445590	+	60.80	chr21:38299551-38300090	0.00	-145500	T	F	H3k27ac	0.70805655	2.152e-02	2.914e-01	3.808e-02	8.381e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:45010043-45010582	2.39	-138212	F	F	H3k27ac	-0.70618595	2.192e-02	2.768e-01	3.704e-02	8.381e-01
ENSG00000182670.9	TTC3	ENST00000540756.1	chr21:38445581-38445581	+	60.71	chr21:38299551-38300090	0.00	-145491	T	F	H3k27ac	0.70625784	2.192e-02	2.914e-01	3.866e-02	8.382e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:45011428-45011967	4.34	-136827	F	F	H3k27ac	-0.70551082	2.198e-02	2.740e-01	3.681e-02	8.381e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:45010043-45010582	2.39	-138216	F	F	H3k27ac	-0.70324601	2.231e-02	2.768e-01	3.759e-02	8.381e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:45011428-45011967	4.34	-136831	F	F	H3k27ac	-0.70248224	2.238e-02	2.741e-01	3.737e-02	8.381e-01
ENSG00000157554.14	ERG	ENST00000429727.2	chr21:39870345-39870345	-	38.77	chr21:39715695-39715953	23.47	154392	F	F	H3k27ac	0.70117235	2.261e-02	3.090e-01	4.166e-02	8.588e-01
ENSG00000157554.14	ERG	ENST00000481609.1	chr21:39870380-39870380	-	69.26	chr21:39715695-39715953	23.47	154427	F	F	H3k27ac	0.70117340	2.261e-02	3.090e-01	4.166e-02	8.588e-01
ENSG00000157554.14	ERG	ENST00000288319.7	chr21:39870407-39870407	-	68.27	chr21:39715695-39715953	23.47	154454	F	F	H3k27ac	0.70113904	2.263e-02	3.091e-01	4.170e-02	8.588e-01
ENSG00000157554.14	ERG	ENST00000398907.1	chr21:39870366-39870366	-	64.08	chr21:39715695-39715953	23.47	154413	F	F	H3k27ac	0.70101245	2.270e-02	3.090e-01	4.180e-02	8.588e-01
ENSG00000157554.14	ERG	ENST00000453032.2	chr21:39870400-39870400	-	69.59	chr21:39715695-39715953	23.47	154447	F	F	H3k27ac	0.70084114	2.272e-02	3.091e-01	4.184e-02	8.588e-01
ENSG00000154640.10	BTG3	ENST00000339775.6	chr21:18985162-18985162	-	6.11	chr21:18899437-18899976	31.42	85186	T	F	H3k27ac	-0.70066555	2.274e-02	1.708e-01	2.545e-02	8.123e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44839299-44839838	33.68	-26643	F	F	H3k27ac	0.70078415	2.274e-02	5.380e-02	9.428e-03	6.397e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:45029623-45029781	17.91	-119000	F	F	H3k27ac	-0.69886376	2.291e-02	2.381e-01	3.389e-02	8.221e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44914527-44914700	16.37	-67519	F	F	H3k27ac	0.69753747	2.297e-02	1.352e-01	2.104e-02	7.855e-01
ENSG00000159200.12	RCAN1	ENST00000381132.2	chr21:35899261-35899261	-	13.34	chr21:35898945-35899484	35.12	0	T	T	H3k4me3	0.57537348	2.330e-02	2.123e-01	3.121e-02	8.221e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44760573-44761004	7.42	86004	F	F	H3k27ac	0.69276065	2.359e-02	1.724e-01	2.645e-02	8.143e-01
ENSG00000182670.9	TTC3	ENST00000463216.1	chr21:38445577-38445577	+	63.64	chr21:38299551-38300090	0.00	-145487	T	F	H3k27ac	0.68706511	2.433e-02	2.914e-01	4.217e-02	8.588e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:45029623-45029781	17.91	-119013	F	F	H3k27ac	-0.68290460	2.497e-02	2.381e-01	3.642e-02	8.381e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44761226-44761652	7.42	85356	F	F	H3k27ac	0.68117809	2.523e-02	1.711e-01	2.782e-02	8.143e-01
ENSG00000157557.7	ETS2	ENST00000432278.1	chr21:40177875-40177875	+	77.14	chr21:40166005-40166544	12.14	-11331	F	F	H3k27ac	0.68102661	2.525e-02	2.319e-02	4.944e-03	4.829e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44866102-44866545	31.28	-19094	F	F	H3k27ac	0.67999862	2.540e-02	3.861e-02	7.775e-03	6.100e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:45029623-45029781	17.91	-119017	F	F	H3k27ac	-0.67980489	2.543e-02	2.382e-01	3.699e-02	8.381e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44866102-44866528	31.28	-19094	F	F	H3k27ac	0.67858911	2.559e-02	3.860e-02	7.823e-03	6.100e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44751994-44752310	18.69	-114171	F	F	H3k27ac	0.67806330	2.568e-02	2.286e-01	3.603e-02	8.381e-01
ENSG00000159200.12	RCAN1	ENST00000481448.1	chr21:35899148-35899148	-	527.54	chr21:35898945-35899484	35.12	0	T	T	H3k27ac	0.67680414	2.581e-02	5.387e-04	1.694e-04	2.643e-01
ENSG00000166979.8	C21orf63	ENST00000481638.1	chr21:33785072-33785072	+	6.31	chr21:33829738-33830277	16.14	44666	F	F	H3k27ac	0.67653251	2.587e-02	8.982e-02	1.641e-02	7.523e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44860419-44861441	21.06	5040	F	T	H3k4me3	0.56170713	2.636e-02	1.000e+00	1.222e-01	9.424e-01
ENSG00000230479.1	AP000695.6	ENST00000429588.1	chr21:37802658-37802658	+	57.14	chr21:37810040-37810579	15.64	-7382	F	T	H3k4me3	0.55600834	2.698e-02	1.000e+00	1.244e-01	9.424e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:45059582-45060121	4.18	-88673	F	F	H3k27ac	-0.66132628	2.823e-02	1.778e-01	3.159e-02	8.221e-01
ENSG00000186866.12	POFUT2	ENST00000468360.1	chr21:46707799-46707799	-	32.61	chr21:46785643-46786182	37.12	-77844	F	F	H3k27ac	0.66089900	2.841e-02	1.561e-01	2.847e-02	8.143e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:45059582-45060121	4.18	-88677	F	F	H3k27ac	-0.66059174	2.844e-02	1.778e-01	3.179e-02	8.221e-01
ENSG00000157551.11	KCNJ15	ENST00000398934.1	chr21:39644429-39644429	+	5.82	chr21:39631260-39631799	22.78	-12630	F	F	H3k27ac	0.65949973	2.876e-02	2.579e-02	6.086e-03	5.304e-01
ENSG00000182670.9	TTC3	ENST00000355666.1	chr21:38445571-38445571	+	66.13	chr21:38299551-38300090	0.00	-145481	T	F	H3k27ac	0.65897103	2.881e-02	2.913e-01	4.851e-02	8.844e-01
ENSG00000215447.3	BX322557.10	ENST00000400362.2	chr21:46707977-46707977	+	40.33	chr21:46785643-46786182	37.12	77666	F	F	H3k27ac	0.65804501	2.893e-02	1.558e-01	2.886e-02	8.143e-01
ENSG00000215447.3	BX322557.10	ENST00000454115.2	chr21:46707967-46707967	+	40.18	chr21:46785643-46786182	37.12	77676	F	F	H3k27ac	0.65767573	2.901e-02	1.558e-01	2.893e-02	8.143e-01
ENSG00000157551.11	KCNJ15	ENST00000398934.1	chr21:39644429-39644429	+	5.82	chr21:39630999-39631538	22.78	-12891	F	F	H3k27ac	0.65763761	2.902e-02	2.631e-02	6.244e-03	5.380e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:45059582-45060121	4.18	-88660	F	F	H3k27ac	-0.65689550	2.915e-02	1.778e-01	3.245e-02	8.221e-01
ENSG00000183421.6	RIPK4	ENST00000352483.2	chr21:43187266-43187266	-	8.39	chr21:43178565-43179104	0.00	8162	F	F	H3k27ac	0.65258844	2.995e-02	1.685e-02	4.336e-03	4.649e-01
ENSG00000160209.12	PDXK	ENST00000470029.1	chr21:45139104-45139104	+	13.84	chr21:45059582-45060121	4.18	-78983	F	F	H3k27ac	0.65248577	2.997e-02	1.584e-01	3.015e-02	8.143e-01
ENSG00000183421.6	RIPK4	ENST00000352483.2	chr21:43187266-43187266	-	8.39	chr21:43050504-43050859	2.06	136407	F	F	H3k27ac	0.64965008	3.055e-02	2.731e-01	4.827e-02	8.829e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44762738-44763466	17.99	83542	F	F	H3k27ac	0.64564866	3.119e-02	1.677e-01	3.271e-02	8.221e-01
ENSG00000182871.9	COL18A1	ENST00000400337.2	chr21:46825052-46825052	+	28.67	chr21:46847511-46848050	28.68	22459	T	F	H3k27ac	0.64342572	3.167e-02	4.543e-02	1.085e-02	6.941e-01
ENSG00000157557.7	ETS2	ENST00000432278.1	chr21:40177875-40177875	+	77.14	chr21:40173344-40173560	12.14	-4315	F	F	H3k27ac	0.64266812	3.178e-02	8.844e-03	2.580e-03	3.772e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:45020575-45020861	28.70	-127937	F	F	H3k27ac	-0.64021349	3.238e-02	2.561e-01	4.803e-02	8.817e-01
